path,set,target
train/angry_90.png,train,angry
train/happy_91.png,train,happy
train/neutral_92.png,train,neutral
train/neutral_93.png,train,neutral
train/happy_94.png,train,happy
train/neutral_95.png,train,neutral
train/angry_96.png,train,angry
train/fearful_97.png,train,fearful
train/neutral_98.png,train,neutral
train/happy_99.png,train,happy
train/fearful_100.png,train,fearful
train/neutral_101.png,train,neutral
train/happy_102.png,train,happy
train/neutral_103.png,train,neutral
train/neutral_104.png,train,neutral
train/sad_105.png,train,sad
train/angry_106.png,train,angry
train/sad_107.png,train,sad
train/angry_108.png,train,angry
train/sad_109.png,train,sad
train/neutral_110.png,train,neutral
train/sad_111.png,train,sad
train/neutral_112.png,train,neutral
train/happy_113.png,train,happy
train/neutral_114.png,train,neutral
train/fearful_115.png,train,fearful
train/happy_116.png,train,happy
train/happy_117.png,train,happy
train/fearful_118.png,train,fearful
train/fearful_119.png,train,fearful
train/angry_120.png,train,angry
train/happy_121.png,train,happy
train/happy_122.png,train,happy
train/happy_123.png,train,happy
train/happy_124.png,train,happy
train/fearful_125.png,train,fearful
train/fearful_126.png,train,fearful
train/fearful_127.png,train,fearful
train/happy_128.png,train,happy
train/neutral_129.png,train,neutral
train/happy_130.png,train,happy
train/fearful_131.png,train,fearful
train/sad_132.png,train,sad
train/angry_133.png,train,angry
train/angry_135.png,train,angry
train/angry_137.png,train,angry
train/happy_138.png,train,happy
train/happy_139.png,train,happy
train/angry_140.png,train,angry
train/fearful_141.png,train,fearful
train/happy_142.png,train,happy
train/angry_143.png,train,angry
train/angry_144.png,train,angry
train/fearful_145.png,train,fearful
train/neutral_146.png,train,neutral
train/angry_147.png,train,angry
train/surprised_148.png,train,surprised
train/happy_149.png,train,happy
train/neutral_150.png,train,neutral
train/angry_151.png,train,angry
train/angry_152.png,train,angry
train/sad_153.png,train,sad
train/happy_154.png,train,happy
train/sad_155.png,train,sad
train/fearful_156.png,train,fearful
train/happy_157.png,train,happy
train/neutral_158.png,train,neutral
train/happy_159.png,train,happy
train/happy_160.png,train,happy
train/happy_161.png,train,happy
train/angry_162.png,train,angry
train/neutral_163.png,train,neutral
train/surprised_164.png,train,surprised
train/sad_165.png,train,sad
train/surprised_166.png,train,surprised
train/happy_168.png,train,happy
train/angry_169.png,train,angry
train/sad_170.png,train,sad
train/happy_172.png,train,happy
train/angry_173.png,train,angry
train/happy_174.png,train,happy
train/surprised_175.png,train,surprised
train/neutral_176.png,train,neutral
train/sad_177.png,train,sad
train/angry_178.png,train,angry
train/happy_179.png,train,happy
train/neutral_180.png,train,neutral
train/happy_181.png,train,happy
train/surprised_182.png,train,surprised
train/disgusted_183.png,train,disgusted
train/angry_184.png,train,angry
train/surprised_185.png,train,surprised
train/surprised_186.png,train,surprised
train/surprised_187.png,train,surprised
train/neutral_188.png,train,neutral
train/neutral_189.png,train,neutral
train/fearful_190.png,train,fearful
train/sad_191.png,train,sad
train/surprised_192.png,train,surprised
train/happy_193.png,train,happy
train/angry_194.png,train,angry
train/neutral_195.png,train,neutral
train/happy_196.png,train,happy
train/surprised_197.png,train,surprised
train/neutral_198.png,train,neutral
train/neutral_199.png,train,neutral
train/happy_200.png,train,happy
train/happy_201.png,train,happy
train/angry_202.png,train,angry
train/happy_203.png,train,happy
train/angry_204.png,train,angry
train/happy_205.png,train,happy
train/happy_206.png,train,happy
train/happy_207.png,train,happy
train/happy_208.png,train,happy
train/surprised_209.png,train,surprised
train/happy_211.png,train,happy
train/fearful_212.png,train,fearful
train/sad_213.png,train,sad
train/happy_214.png,train,happy
train/neutral_215.png,train,neutral
train/sad_216.png,train,sad
train/fearful_217.png,train,fearful
train/fearful_218.png,train,fearful
train/sad_219.png,train,sad
train/neutral_220.png,train,neutral
train/disgusted_221.png,train,disgusted
train/neutral_222.png,train,neutral
train/happy_223.png,train,happy
train/sad_224.png,train,sad
train/angry_225.png,train,angry
train/neutral_226.png,train,neutral
train/fearful_227.png,train,fearful
train/surprised_228.png,train,surprised
train/surprised_229.png,train,surprised
train/surprised_230.png,train,surprised
train/sad_231.png,train,sad
train/sad_232.png,train,sad
train/angry_233.png,train,angry
train/sad_234.png,train,sad
train/sad_235.png,train,sad
train/sad_236.png,train,sad
train/fearful_237.png,train,fearful
train/happy_238.png,train,happy
train/fearful_239.png,train,fearful
train/fearful_240.png,train,fearful
train/happy_241.png,train,happy
train/angry_242.png,train,angry
train/neutral_243.png,train,neutral
train/angry_244.png,train,angry
train/angry_245.png,train,angry
train/surprised_246.png,train,surprised
train/happy_247.png,train,happy
train/surprised_248.png,train,surprised
train/surprised_249.png,train,surprised
train/angry_250.png,train,angry
train/fearful_251.png,train,fearful
train/happy_252.png,train,happy
train/sad_253.png,train,sad
train/neutral_254.png,train,neutral
train/fearful_255.png,train,fearful
train/surprised_256.png,train,surprised
train/surprised_257.png,train,surprised
train/surprised_258.png,train,surprised
train/sad_259.png,train,sad
train/happy_262.png,train,happy
train/angry_263.png,train,angry
train/neutral_264.png,train,neutral
train/sad_265.png,train,sad
train/happy_266.png,train,happy
train/sad_267.png,train,sad
train/happy_268.png,train,happy
train/neutral_269.png,train,neutral
train/fearful_270.png,train,fearful
train/happy_271.png,train,happy
train/angry_272.png,train,angry
train/sad_273.png,train,sad
train/surprised_274.png,train,surprised
train/angry_275.png,train,angry
train/fearful_276.png,train,fearful
train/neutral_277.png,train,neutral
train/sad_278.png,train,sad
train/angry_279.png,train,angry
train/happy_280.png,train,happy
train/happy_281.png,train,happy
train/happy_282.png,train,happy
train/sad_283.png,train,sad
train/sad_284.png,train,sad
train/happy_285.png,train,happy
train/happy_286.png,train,happy
train/sad_287.png,train,sad
train/sad_288.png,train,sad
train/happy_289.png,train,happy
train/happy_290.png,train,happy
train/sad_292.png,train,sad
train/neutral_293.png,train,neutral
train/neutral_294.png,train,neutral
train/sad_296.png,train,sad
train/sad_297.png,train,sad
train/angry_298.png,train,angry
train/surprised_299.png,train,surprised
train/angry_300.png,train,angry
train/happy_301.png,train,happy
train/happy_302.png,train,happy
train/neutral_303.png,train,neutral
train/surprised_304.png,train,surprised
train/sad_305.png,train,sad
train/happy_306.png,train,happy
train/happy_307.png,train,happy
train/fearful_308.png,train,fearful
train/surprised_309.png,train,surprised
train/fearful_310.png,train,fearful
train/neutral_311.png,train,neutral
train/sad_312.png,train,sad
train/happy_313.png,train,happy
train/angry_314.png,train,angry
train/sad_315.png,train,sad
train/happy_317.png,train,happy
train/happy_318.png,train,happy
train/surprised_319.png,train,surprised
train/fearful_320.png,train,fearful
train/neutral_321.png,train,neutral
train/sad_322.png,train,sad
train/surprised_323.png,train,surprised
train/sad_324.png,train,sad
train/sad_325.png,train,sad
train/angry_326.png,train,angry
train/happy_327.png,train,happy
train/happy_329.png,train,happy
train/happy_330.png,train,happy
train/happy_331.png,train,happy
train/happy_332.png,train,happy
train/neutral_333.png,train,neutral
train/fearful_334.png,train,fearful
train/angry_335.png,train,angry
train/angry_336.png,train,angry
train/angry_337.png,train,angry
train/sad_338.png,train,sad
train/happy_339.png,train,happy
train/fearful_340.png,train,fearful
train/happy_341.png,train,happy
train/happy_342.png,train,happy
train/angry_343.png,train,angry
train/angry_344.png,train,angry
train/surprised_345.png,train,surprised
train/happy_346.png,train,happy
train/neutral_347.png,train,neutral
train/fearful_348.png,train,fearful
train/fearful_349.png,train,fearful
train/sad_350.png,train,sad
train/happy_351.png,train,happy
train/neutral_352.png,train,neutral
train/neutral_353.png,train,neutral
train/happy_354.png,train,happy
train/neutral_355.png,train,neutral
train/angry_356.png,train,angry
train/neutral_357.png,train,neutral
train/happy_358.png,train,happy
train/neutral_359.png,train,neutral
train/surprised_360.png,train,surprised
train/happy_362.png,train,happy
train/angry_363.png,train,angry
train/happy_364.png,train,happy
train/happy_365.png,train,happy
train/sad_366.png,train,sad
train/angry_367.png,train,angry
train/happy_368.png,train,happy
train/fearful_369.png,train,fearful
train/disgusted_370.png,train,disgusted
train/happy_371.png,train,happy
train/fearful_372.png,train,fearful
train/fearful_373.png,train,fearful
train/happy_374.png,train,happy
train/happy_375.png,train,happy
train/happy_376.png,train,happy
train/neutral_377.png,train,neutral
train/angry_378.png,train,angry
train/angry_379.png,train,angry
train/happy_380.png,train,happy
train/neutral_381.png,train,neutral
train/happy_382.png,train,happy
train/happy_383.png,train,happy
train/sad_384.png,train,sad
train/neutral_385.png,train,neutral
train/happy_386.png,train,happy
train/angry_387.png,train,angry
train/happy_388.png,train,happy
train/neutral_389.png,train,neutral
train/angry_390.png,train,angry
train/fearful_391.png,train,fearful
train/happy_392.png,train,happy
train/angry_393.png,train,angry
train/happy_394.png,train,happy
train/fearful_395.png,train,fearful
train/happy_396.png,train,happy
train/neutral_397.png,train,neutral
train/fearful_398.png,train,fearful
train/sad_399.png,train,sad
train/sad_400.png,train,sad
train/fearful_401.png,train,fearful
train/sad_402.png,train,sad
train/happy_403.png,train,happy
train/neutral_405.png,train,neutral
train/neutral_406.png,train,neutral
train/sad_407.png,train,sad
train/sad_408.png,train,sad
train/sad_409.png,train,sad
train/fearful_410.png,train,fearful
train/angry_411.png,train,angry
train/sad_412.png,train,sad
train/surprised_413.png,train,surprised
train/happy_414.png,train,happy
train/fearful_415.png,train,fearful
train/sad_416.png,train,sad
train/neutral_417.png,train,neutral
train/happy_418.png,train,happy
train/happy_419.png,train,happy
train/neutral_420.png,train,neutral
train/surprised_421.png,train,surprised
train/angry_422.png,train,angry
train/neutral_423.png,train,neutral
train/happy_424.png,train,happy
train/fearful_425.png,train,fearful
train/angry_426.png,train,angry
train/sad_427.png,train,sad
train/neutral_428.png,train,neutral
train/angry_429.png,train,angry
train/angry_430.png,train,angry
train/angry_431.png,train,angry
train/surprised_432.png,train,surprised
train/happy_433.png,train,happy
train/sad_434.png,train,sad
train/happy_435.png,train,happy
train/surprised_436.png,train,surprised
train/neutral_437.png,train,neutral
train/surprised_438.png,train,surprised
train/fearful_439.png,train,fearful
train/neutral_440.png,train,neutral
train/happy_441.png,train,happy
train/happy_442.png,train,happy
train/fearful_443.png,train,fearful
train/sad_444.png,train,sad
train/happy_445.png,train,happy
train/sad_446.png,train,sad
train/happy_447.png,train,happy
train/angry_448.png,train,angry
train/sad_449.png,train,sad
train/fearful_450.png,train,fearful
train/neutral_451.png,train,neutral
train/surprised_452.png,train,surprised
train/sad_453.png,train,sad
train/surprised_454.png,train,surprised
train/fearful_455.png,train,fearful
train/sad_456.png,train,sad
train/neutral_457.png,train,neutral
train/happy_458.png,train,happy
train/angry_459.png,train,angry
train/angry_460.png,train,angry
train/angry_461.png,train,angry
train/sad_462.png,train,sad
train/fearful_463.png,train,fearful
train/happy_464.png,train,happy
train/fearful_465.png,train,fearful
train/happy_466.png,train,happy
train/fearful_467.png,train,fearful
train/angry_468.png,train,angry
train/happy_469.png,train,happy
train/neutral_470.png,train,neutral
train/sad_471.png,train,sad
train/happy_472.png,train,happy
train/sad_473.png,train,sad
train/happy_474.png,train,happy
train/fearful_475.png,train,fearful
train/happy_476.png,train,happy
train/angry_477.png,train,angry
train/fearful_478.png,train,fearful
train/surprised_479.png,train,surprised
train/angry_480.png,train,angry
train/angry_481.png,train,angry
train/fearful_482.png,train,fearful
train/neutral_483.png,train,neutral
train/fearful_484.png,train,fearful
train/happy_485.png,train,happy
train/happy_486.png,train,happy
train/happy_487.png,train,happy
train/angry_488.png,train,angry
train/happy_489.png,train,happy
train/fearful_490.png,train,fearful
train/happy_491.png,train,happy
train/happy_492.png,train,happy
train/surprised_493.png,train,surprised
train/sad_494.png,train,sad
train/neutral_495.png,train,neutral
train/fearful_496.png,train,fearful
train/neutral_497.png,train,neutral
train/happy_498.png,train,happy
train/sad_499.png,train,sad
train/happy_500.png,train,happy
train/happy_501.png,train,happy
train/happy_502.png,train,happy
train/sad_503.png,train,sad
train/neutral_504.png,train,neutral
train/surprised_505.png,train,surprised
train/neutral_507.png,train,neutral
train/happy_508.png,train,happy
train/happy_509.png,train,happy
train/sad_510.png,train,sad
train/happy_511.png,train,happy
train/happy_513.png,train,happy
train/happy_514.png,train,happy
train/sad_515.png,train,sad
train/angry_516.png,train,angry
train/sad_517.png,train,sad
train/fearful_518.png,train,fearful
train/happy_519.png,train,happy
train/surprised_520.png,train,surprised
train/happy_521.png,train,happy
train/happy_522.png,train,happy
train/surprised_523.png,train,surprised
train/surprised_524.png,train,surprised
train/angry_525.png,train,angry
train/sad_526.png,train,sad
train/fearful_527.png,train,fearful
train/angry_528.png,train,angry
train/angry_529.png,train,angry
train/sad_530.png,train,sad
train/angry_531.png,train,angry
train/angry_532.png,train,angry
train/sad_533.png,train,sad
train/angry_534.png,train,angry
train/sad_536.png,train,sad
train/sad_537.png,train,sad
train/fearful_538.png,train,fearful
train/fearful_539.png,train,fearful
train/happy_540.png,train,happy
train/sad_541.png,train,sad
train/angry_542.png,train,angry
train/sad_543.png,train,sad
train/angry_544.png,train,angry
train/surprised_545.png,train,surprised
train/fearful_547.png,train,fearful
train/happy_548.png,train,happy
train/neutral_549.png,train,neutral
train/neutral_550.png,train,neutral
train/neutral_551.png,train,neutral
train/angry_552.png,train,angry
train/neutral_553.png,train,neutral
train/sad_554.png,train,sad
train/sad_555.png,train,sad
train/fearful_556.png,train,fearful
train/neutral_557.png,train,neutral
train/surprised_558.png,train,surprised
train/fearful_559.png,train,fearful
train/fearful_560.png,train,fearful
train/neutral_561.png,train,neutral
train/angry_562.png,train,angry
train/happy_563.png,train,happy
train/neutral_564.png,train,neutral
train/sad_565.png,train,sad
train/neutral_566.png,train,neutral
train/neutral_567.png,train,neutral
train/happy_568.png,train,happy
train/happy_569.png,train,happy
train/happy_570.png,train,happy
train/angry_571.png,train,angry
train/neutral_572.png,train,neutral
train/angry_573.png,train,angry
train/happy_574.png,train,happy
train/angry_575.png,train,angry
train/surprised_576.png,train,surprised
train/surprised_577.png,train,surprised
train/happy_579.png,train,happy
train/surprised_580.png,train,surprised
train/fearful_581.png,train,fearful
train/disgusted_582.png,train,disgusted
train/happy_583.png,train,happy
train/neutral_584.png,train,neutral
train/fearful_585.png,train,fearful
train/neutral_586.png,train,neutral
train/neutral_587.png,train,neutral
train/angry_588.png,train,angry
train/sad_589.png,train,sad
train/happy_590.png,train,happy
train/happy_591.png,train,happy
train/neutral_592.png,train,neutral
train/fearful_593.png,train,fearful
train/happy_594.png,train,happy
train/happy_595.png,train,happy
train/neutral_596.png,train,neutral
train/sad_597.png,train,sad
train/surprised_598.png,train,surprised
train/sad_599.png,train,sad
train/happy_602.png,train,happy
train/fearful_603.png,train,fearful
train/angry_604.png,train,angry
train/neutral_605.png,train,neutral
train/surprised_606.png,train,surprised
train/surprised_607.png,train,surprised
train/happy_608.png,train,happy
train/surprised_609.png,train,surprised
train/angry_610.png,train,angry
train/neutral_611.png,train,neutral
train/happy_612.png,train,happy
train/happy_613.png,train,happy
train/neutral_614.png,train,neutral
train/neutral_615.png,train,neutral
train/neutral_616.png,train,neutral
train/surprised_617.png,train,surprised
train/happy_618.png,train,happy
train/neutral_619.png,train,neutral
train/sad_620.png,train,sad
train/happy_621.png,train,happy
train/surprised_622.png,train,surprised
train/happy_623.png,train,happy
train/happy_624.png,train,happy
train/angry_625.png,train,angry
train/sad_626.png,train,sad
train/fearful_627.png,train,fearful
train/angry_628.png,train,angry
train/fearful_629.png,train,fearful
train/happy_630.png,train,happy
train/neutral_631.png,train,neutral
train/surprised_632.png,train,surprised
train/fearful_633.png,train,fearful
train/happy_634.png,train,happy
train/happy_635.png,train,happy
train/neutral_636.png,train,neutral
train/happy_637.png,train,happy
train/surprised_638.png,train,surprised
train/happy_639.png,train,happy
train/happy_640.png,train,happy
train/happy_641.png,train,happy
train/happy_643.png,train,happy
train/neutral_644.png,train,neutral
train/sad_645.png,train,sad
train/angry_646.png,train,angry
train/sad_647.png,train,sad
train/happy_648.png,train,happy
train/sad_649.png,train,sad
train/fearful_650.png,train,fearful
train/happy_651.png,train,happy
train/sad_652.png,train,sad
train/surprised_653.png,train,surprised
train/happy_654.png,train,happy
train/neutral_655.png,train,neutral
train/sad_656.png,train,sad
train/neutral_657.png,train,neutral
train/fearful_658.png,train,fearful
train/sad_659.png,train,sad
train/angry_660.png,train,angry
train/surprised_661.png,train,surprised
train/sad_663.png,train,sad
train/happy_664.png,train,happy
train/fearful_666.png,train,fearful
train/happy_667.png,train,happy
train/angry_668.png,train,angry
train/angry_669.png,train,angry
train/neutral_670.png,train,neutral
train/happy_671.png,train,happy
train/happy_672.png,train,happy
train/happy_673.png,train,happy
train/sad_674.png,train,sad
train/happy_675.png,train,happy
train/fearful_676.png,train,fearful
train/angry_677.png,train,angry
train/happy_678.png,train,happy
train/sad_679.png,train,sad
train/happy_680.png,train,happy
train/surprised_681.png,train,surprised
train/fearful_682.png,train,fearful
train/happy_683.png,train,happy
train/neutral_684.png,train,neutral
train/neutral_685.png,train,neutral
train/angry_686.png,train,angry
train/angry_687.png,train,angry
train/fearful_688.png,train,fearful
train/fearful_689.png,train,fearful
train/surprised_690.png,train,surprised
train/sad_691.png,train,sad
train/angry_692.png,train,angry
train/happy_693.png,train,happy
train/sad_694.png,train,sad
train/fearful_695.png,train,fearful
train/happy_696.png,train,happy
train/angry_697.png,train,angry
train/angry_698.png,train,angry
train/happy_700.png,train,happy
train/happy_701.png,train,happy
train/surprised_702.png,train,surprised
train/surprised_703.png,train,surprised
train/happy_705.png,train,happy
train/happy_706.png,train,happy
train/neutral_707.png,train,neutral
train/angry_708.png,train,angry
train/sad_709.png,train,sad
train/angry_710.png,train,angry
train/neutral_711.png,train,neutral
train/happy_712.png,train,happy
train/fearful_713.png,train,fearful
train/surprised_714.png,train,surprised
train/fearful_715.png,train,fearful
train/fearful_716.png,train,fearful
train/angry_718.png,train,angry
train/happy_719.png,train,happy
train/surprised_721.png,train,surprised
train/surprised_722.png,train,surprised
train/fearful_723.png,train,fearful
train/neutral_724.png,train,neutral
train/neutral_725.png,train,neutral
train/neutral_726.png,train,neutral
train/happy_727.png,train,happy
train/happy_728.png,train,happy
train/happy_729.png,train,happy
train/happy_730.png,train,happy
train/neutral_731.png,train,neutral
train/neutral_732.png,train,neutral
train/sad_733.png,train,sad
train/happy_734.png,train,happy
train/sad_735.png,train,sad
train/neutral_736.png,train,neutral
train/happy_737.png,train,happy
train/angry_738.png,train,angry
train/sad_739.png,train,sad
train/happy_740.png,train,happy
train/happy_741.png,train,happy
train/sad_742.png,train,sad
train/angry_743.png,train,angry
train/angry_744.png,train,angry
train/angry_745.png,train,angry
train/happy_746.png,train,happy
train/sad_747.png,train,sad
train/happy_748.png,train,happy
train/angry_749.png,train,angry
train/happy_750.png,train,happy
train/fearful_751.png,train,fearful
train/angry_752.png,train,angry
train/neutral_753.png,train,neutral
train/surprised_754.png,train,surprised
train/sad_755.png,train,sad
train/neutral_757.png,train,neutral
train/happy_759.png,train,happy
train/angry_760.png,train,angry
train/surprised_761.png,train,surprised
train/surprised_762.png,train,surprised
train/sad_763.png,train,sad
train/happy_764.png,train,happy
train/happy_765.png,train,happy
train/angry_766.png,train,angry
train/surprised_767.png,train,surprised
train/happy_768.png,train,happy
train/happy_769.png,train,happy
train/disgusted_770.png,train,disgusted
train/surprised_771.png,train,surprised
train/happy_772.png,train,happy
train/happy_773.png,train,happy
train/surprised_774.png,train,surprised
train/happy_775.png,train,happy
train/neutral_776.png,train,neutral
train/angry_777.png,train,angry
train/angry_778.png,train,angry
train/neutral_779.png,train,neutral
train/happy_780.png,train,happy
train/happy_781.png,train,happy
train/neutral_782.png,train,neutral
train/neutral_783.png,train,neutral
train/surprised_784.png,train,surprised
train/surprised_785.png,train,surprised
train/sad_786.png,train,sad
train/fearful_787.png,train,fearful
train/happy_788.png,train,happy
train/fearful_789.png,train,fearful
train/neutral_790.png,train,neutral
train/neutral_791.png,train,neutral
train/angry_792.png,train,angry
train/neutral_793.png,train,neutral
train/fearful_794.png,train,fearful
train/happy_795.png,train,happy
train/fearful_796.png,train,fearful
train/sad_797.png,train,sad
train/neutral_798.png,train,neutral
train/surprised_799.png,train,surprised
train/happy_800.png,train,happy
train/fearful_801.png,train,fearful
train/sad_802.png,train,sad
train/surprised_803.png,train,surprised
train/fearful_804.png,train,fearful
train/happy_805.png,train,happy
train/fearful_806.png,train,fearful
train/happy_807.png,train,happy
train/fearful_808.png,train,fearful
train/sad_809.png,train,sad
train/surprised_810.png,train,surprised
train/happy_811.png,train,happy
train/happy_812.png,train,happy
train/fearful_813.png,train,fearful
train/sad_814.png,train,sad
train/angry_815.png,train,angry
train/happy_816.png,train,happy
train/happy_817.png,train,happy
train/neutral_818.png,train,neutral
train/neutral_819.png,train,neutral
train/happy_820.png,train,happy
train/sad_821.png,train,sad
train/happy_822.png,train,happy
train/fearful_823.png,train,fearful
train/sad_824.png,train,sad
train/happy_825.png,train,happy
train/neutral_826.png,train,neutral
train/sad_827.png,train,sad
train/neutral_828.png,train,neutral
train/happy_829.png,train,happy
train/happy_830.png,train,happy
train/angry_831.png,train,angry
train/fearful_832.png,train,fearful
train/neutral_833.png,train,neutral
train/sad_834.png,train,sad
train/fearful_835.png,train,fearful
train/happy_836.png,train,happy
train/neutral_837.png,train,neutral
train/neutral_838.png,train,neutral
train/angry_839.png,train,angry
train/sad_840.png,train,sad
train/neutral_841.png,train,neutral
train/fearful_842.png,train,fearful
train/angry_843.png,train,angry
train/happy_844.png,train,happy
train/angry_845.png,train,angry
train/disgusted_846.png,train,disgusted
train/sad_847.png,train,sad
train/fearful_848.png,train,fearful
train/angry_849.png,train,angry
train/happy_850.png,train,happy
train/angry_851.png,train,angry
train/sad_852.png,train,sad
train/angry_853.png,train,angry
train/angry_854.png,train,angry
train/angry_855.png,train,angry
train/sad_856.png,train,sad
train/happy_857.png,train,happy
train/happy_858.png,train,happy
train/happy_859.png,train,happy
train/angry_860.png,train,angry
train/neutral_861.png,train,neutral
train/fearful_862.png,train,fearful
train/happy_863.png,train,happy
train/neutral_864.png,train,neutral
train/happy_865.png,train,happy
train/happy_866.png,train,happy
train/neutral_867.png,train,neutral
train/neutral_868.png,train,neutral
train/happy_869.png,train,happy
train/surprised_870.png,train,surprised
train/surprised_871.png,train,surprised
train/happy_872.png,train,happy
train/happy_873.png,train,happy
train/neutral_875.png,train,neutral
train/happy_876.png,train,happy
train/fearful_877.png,train,fearful
train/neutral_878.png,train,neutral
train/sad_879.png,train,sad
train/angry_880.png,train,angry
train/sad_881.png,train,sad
train/sad_882.png,train,sad
train/angry_883.png,train,angry
train/happy_884.png,train,happy
train/angry_885.png,train,angry
train/angry_886.png,train,angry
train/happy_887.png,train,happy
train/sad_888.png,train,sad
train/fearful_889.png,train,fearful
train/happy_890.png,train,happy
train/happy_891.png,train,happy
train/sad_892.png,train,sad
train/neutral_893.png,train,neutral
train/surprised_894.png,train,surprised
train/neutral_895.png,train,neutral
train/neutral_897.png,train,neutral
train/surprised_898.png,train,surprised
train/angry_899.png,train,angry
train/surprised_900.png,train,surprised
train/sad_901.png,train,sad
train/happy_902.png,train,happy
train/neutral_903.png,train,neutral
train/happy_904.png,train,happy
train/happy_905.png,train,happy
train/fearful_907.png,train,fearful
train/happy_908.png,train,happy
train/happy_909.png,train,happy
train/happy_910.png,train,happy
train/neutral_912.png,train,neutral
train/sad_913.png,train,sad
train/neutral_914.png,train,neutral
train/angry_915.png,train,angry
train/happy_916.png,train,happy
train/sad_917.png,train,sad
train/sad_918.png,train,sad
train/sad_919.png,train,sad
train/angry_920.png,train,angry
train/surprised_921.png,train,surprised
train/fearful_922.png,train,fearful
train/angry_923.png,train,angry
train/sad_924.png,train,sad
train/happy_925.png,train,happy
train/neutral_926.png,train,neutral
train/fearful_927.png,train,fearful
train/sad_928.png,train,sad
train/fearful_929.png,train,fearful
train/angry_930.png,train,angry
train/fearful_931.png,train,fearful
train/happy_932.png,train,happy
train/neutral_933.png,train,neutral
train/fearful_934.png,train,fearful
train/fearful_935.png,train,fearful
train/happy_936.png,train,happy
train/surprised_937.png,train,surprised
train/sad_938.png,train,sad
train/angry_939.png,train,angry
train/neutral_940.png,train,neutral
train/happy_941.png,train,happy
train/fearful_942.png,train,fearful
train/happy_944.png,train,happy
train/angry_945.png,train,angry
train/angry_946.png,train,angry
train/fearful_947.png,train,fearful
train/neutral_948.png,train,neutral
train/happy_949.png,train,happy
train/angry_950.png,train,angry
train/disgusted_951.png,train,disgusted
train/happy_952.png,train,happy
train/fearful_953.png,train,fearful
train/disgusted_954.png,train,disgusted
train/neutral_955.png,train,neutral
train/fearful_956.png,train,fearful
train/happy_957.png,train,happy
train/surprised_958.png,train,surprised
train/sad_959.png,train,sad
train/happy_960.png,train,happy
train/fearful_961.png,train,fearful
train/neutral_962.png,train,neutral
train/neutral_963.png,train,neutral
train/fearful_964.png,train,fearful
train/sad_965.png,train,sad
train/happy_966.png,train,happy
train/fearful_967.png,train,fearful
train/fearful_968.png,train,fearful
train/sad_969.png,train,sad
train/surprised_970.png,train,surprised
train/sad_971.png,train,sad
train/sad_972.png,train,sad
train/fearful_973.png,train,fearful
train/neutral_974.png,train,neutral
train/surprised_975.png,train,surprised
train/neutral_976.png,train,neutral
train/surprised_977.png,train,surprised
train/surprised_978.png,train,surprised
